"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_PARASITE_INFECTION","REACTOME_PARASITE_INFECTION",109,0.858112629616755,2.85873345630649,1e-10,3.73271604938272e-09,2.80766731643925e-09,673,"tags=54%, list=4%, signal=52%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/FCGR3A/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/CD247/IGKV1D-16/CD3G/FGR/WAS/HCK/VAV1/ARPC1B"
"ZHANG_FH_DEFICIENT_RCC_C1_VS_OTHERS_UP","ZHANG_FH_DEFICIENT_RCC_C1_VS_OTHERS_UP",216,0.799222197730218,2.84923848530243,1e-10,3.73271604938272e-09,2.80766731643925e-09,1150,"tags=58%, list=7%, signal=55%","MMP1/IGLL5/CXCL10/CXCL9/GBP5/UBD/JCHAIN/ADAMDEC1/FCGR1A/CXCL11/FCGR3A/MZB1/CCL18/CXCL13/ICOS/GZMK/IFIT3/GZMA/CD8A/LYZ/SPP1/IL2RA/CD38/GPR171/SAMSN1/OLR1/SLAMF7/CD53/CCR5/CLEC4E/TRAT1/CD48/TLR8/VCAM1/SH2D1A/CCL5/CD3G/GBP1/P2RY10/SRGN/LY86/SIRPG/BCL2A1/C3AR1/CD3D/KLRC4-KLRK1/CD52/RGS1/PYHIN1/CTSS/PIM2/FPR3/CD8B/PLEK/IKZF3/TNFSF13B/CCR1/RNASE6/SLAMF6/KMO/PDCD1LG2/MMP13/FCER1G/PLA2G7/TFEC/GBP4/PTPRC/CD86/MSR1/MARCO/HLA-DRA/SELL/KYNU/APOC1/CYBB/HLA-DPA1/LCP2/TNFSF8/IL7R/CYTIP/MS4A4A/SAMD9L/LUM/KLRC4/FCRL5/VSIG4/RHOH/AIF1/MNDA/TMIGD3/SIRPB1/TCN1/CD28/CD3E/VNN2/LAX1/PTPN22/GIMAP4/TLR7/EVI2B/CRTAM/PSMB9/GPR34/B2M/HLA-DOB/LCP1/MS4A6A/NPL/CD2/SAMD9/CD84/CD180/ITK/SULF1/SFRP4/CP/NCKAP1L/GIMAP2/CPA3/SIGLEC8/GBP2/CARD16/IFI44L/CTSK/LAMP5/P2RY13"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",145,0.82392792188487,2.83945652377244,1e-10,3.73271604938272e-09,2.80766731643925e-09,652,"tags=39%, list=4%, signal=38%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/CD79A/IGLV7-43/IGKV3D-20/IGKV1D-16/CARD11/PIK3AP1/CD19/BLK/CD79B/VAV1/NFKBIE"
"WALLACE_PROSTATE_CANCER_RACE_UP","WALLACE_PROSTATE_CANCER_RACE_UP",276,0.776584231771209,2.81891073481282,1e-10,3.73271604938272e-09,2.80766731643925e-09,1623,"tags=64%, list=10%, signal=58%","IGKV1D-39/IGLC2/IGHV3-21/IGHG1/IGLV2-14/IGKV3-20/CXCL9/IGKC/PRF1/IGHM/JCHAIN/ADAMDEC1/IGHA1/IFNG/CCL4/IDO1/GZMK/CCL8/IFIT3/GZMA/CSF2RB/CD8A/LYZ/IGKV1D-13/GPR171/SAMSN1/CXCR4/MMP9/PVRIG/IFITM1/CD53/CCR5/CD69/ZAP70/TRAT1/CD48/TRBC2/NKG7/LCK/TRBC1/IL15/CCL5/TYMP/GBP1/SRGN/THEMIS2/IL10RA/LILRB2/BCL2A1/CD3D/FBN2/CD52/RGS1/ITGB2/CTSS/PIM2/MS4A1/PLEK/SOCS1/IL2RG/PLEKHO2/OAS2/RSAD2/RNASE6/CD27/FCER1G/LAPTM5/TFEC/STAT1/PTPRC/CD86/P2RY14/HLA-DRA/APOL1/SLAMF1/PTPN7/SELL/ITGAL/CCR7/PI15/FCMR/IFI6/HLA-DQA1/RAC2/LCP2/C1QB/GMFG/IL7R/CYTIP/MS4A4A/SLA/TRAC/IRF1/EVI2A/ITGA4/ISG15/STAP1/CD83/POU2AF1/APOBEC3G/CCL19/CORO1A/VSIG4/SECTM1/RGS16/ADAM28/IRF8/GPR183/GPR65/HLA-DRB1/GLIPR1/CD28/LY96/SERPINB9/PTPN22/HLA-F/HLA-DPB1/CD37/HCLS1/EVI2B/PSMB9/TAP1/C5AR1/HLA-G/CPZ/IFI27/C1orf54/COTL1/CD2/SELE/HLA-DQB1/ITK/PLAC8/CLEC4A/NCKAP1L/HS3ST3A1/ALOX5AP/UBE2L6/XAF1/IFI44/UCP2/CTSC/TMEM158/ADGRE5/HLA-B/DOCK10/TAP2/BTN3A1/IFI44L/FGL2/GIMAP6/PARP12/LAMP3/WIPF1/ARHGAP25/HERC5/GADD45G/APOL6/ARHGAP15/MAP4K1/FLI1/PSMB8/ISG20/NR4A3/RAMP3/ANPEP/STK17B/STOM/GPR18/FCGR2B/IRF9/HERC6/MYBL1/SLFN12/DDX60/IFITM3"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",135,0.820404272236113,2.81061937707198,1e-10,3.73271604938272e-09,2.80766731643925e-09,673,"tags=45%, list=4%, signal=44%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/FCGR1A/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/FCGR3A/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/CD247/IGKV1D-16/CD3G/FGR/WAS/FCGR2A/HCK/VAV1/ARPC1B"
"WIELAND_UP_BY_HBV_INFECTION","WIELAND_UP_BY_HBV_INFECTION",98,0.840462892765852,2.77379982923747,1e-10,3.73271604938272e-09,2.80766731643925e-09,1664,"tags=81%, list=11%, signal=73%","IGLC2/IGHG1/CXCL10/CXCL9/FCGR1A/GZMK/GZMA/LYZ/CD38/CXCR4/CD53/CD48/TRBC1/CCL5/GBP1/SRGN/THEMIS2/IL10RA/C3AR1/CD3D/IFI30/FCER1G/LAPTM5/STAT1/TRGC1/HLA-DRA/SOD2/TYROBP/HLA-DPA1/RAC2/DRAM1/C1QB/HLA-DMB/LPXN/CD83/VSIG4/HLA-DRB1/APOL3/ADGRE1/RAB20/HLA-F/PSMB10/RGL1/SLC7A7/CD74/HLA-DPB1/HLA-A/HLA-DMA/PSMB9/B2M/IFI27/C1orf54/COTL1/LAP3/HLA-DQB1/IGSF6/PSME2/PLAC8/PIK3CD/UBE2L6/UCP2/CTSC/HLA-B/GIMAP5/GBP2/FGL2/PARP12/RNASET2/TAPBP/RRM2/RAB31/SP110/TRIM22/ISG20/RFX5/TPP1/PPT1/PSME1/AURKA"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",162,0.794735679985567,2.77047404064411,1e-10,3.73271604938272e-09,2.80766731643925e-09,868,"tags=35%, list=6%, signal=33%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/CARD11/FCER1G/LCP2/VAV1/LAT/LAT2/GRAP2/ITK"
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS","REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",143,0.804258727999077,2.76996314573149,1e-10,3.73271604938272e-09,2.80766731643925e-09,642,"tags=39%, list=4%, signal=38%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/CD79A/IGLV7-43/IGKV3D-20/PDCD1/IGKV1D-16/JAK3/ZBP1/ITGA4/CD79B/VAV1"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",159,0.794612962790855,2.76948402621142,1e-10,3.73271604938272e-09,2.80766731643925e-09,895,"tags=48%, list=6%, signal=46%","IGLC3/MMP1/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/JCHAIN/IGLV2-11/IGHA1/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGHA2/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/OLR1/TREM1/CD48/LCK/IGKV1D-16/SIRPG/ITGB2/SLC16A3/CD244/FCER1G/SELL/ITGAL/ITGAX/ITGA4/DOK2/SLC7A7/CD74/SELPLG/JAML/ITGAM/CD2/SELE/CD84/FN1"
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE","REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",88,-0.714636147242876,-2.74028997921031,1e-10,3.73271604938272e-09,2.80766731643925e-09,1721,"tags=68%, list=11%, signal=61%","IVL/PRSS8/KLK8/KRT14/KRT8/PKP4/KRT19/PKP3/SPRR2E/CDSN/RPTN/KAZN/LIPN/KRT75/KRT5/KRT7/KRT80/JUP/CASP14/SPRR2G/SPINK5/KRT78/KRT23/PERP/KRT79/TGM5/LIPM/DSC3/KRT9/LCE4A/PPL/PKP1/LCE1D/TCHH/LCE2D/EVPL/LCE2A/LCE2C/LCE1E/LCE1F/LIPK/DSP/DSG1/LCE1C/KRT72/LCE1B/LCE6A/LCE2B/LCE1A/FLG/KRT73/KRT15/DSC1/KRT77/KRT1/KRT27/KRT31/LCE5A/KRT10/KRT2"
"REACTOME_KERATINIZATION","REACTOME_KERATINIZATION",88,-0.714636147242876,-2.74028997921031,1e-10,3.73271604938272e-09,2.80766731643925e-09,1721,"tags=68%, list=11%, signal=61%","IVL/PRSS8/KLK8/KRT14/KRT8/PKP4/KRT19/PKP3/SPRR2E/CDSN/RPTN/KAZN/LIPN/KRT75/KRT5/KRT7/KRT80/JUP/CASP14/SPRR2G/SPINK5/KRT78/KRT23/PERP/KRT79/TGM5/LIPM/DSC3/KRT9/LCE4A/PPL/PKP1/LCE1D/TCHH/LCE2D/EVPL/LCE2A/LCE2C/LCE1E/LCE1F/LIPK/DSP/DSG1/LCE1C/KRT72/LCE1B/LCE6A/LCE2B/LCE1A/FLG/KRT73/KRT15/DSC1/KRT77/KRT1/KRT27/KRT31/LCE5A/KRT10/KRT2"
"JIANG_MELANOMA_TRM10_LAMINA_PROPRIA","JIANG_MELANOMA_TRM10_LAMINA_PROPRIA",84,0.832535733393288,2.71525941249557,1e-10,3.73271604938272e-09,2.80766731643925e-09,1241,"tags=67%, list=8%, signal=62%","PRF1/IFNG/CCL4/GZMK/GZMA/CD8A/CCL3/CXCR3/EOMES/CCL4L2/CXCR4/SLAMF7/GZMH/HCST/PTPRCAP/NKG7/SH2D1A/CCL5/PDCD1/CTSW/PYHIN1/ITGB2/GZMM/TIGIT/CD8B/PLEK/IKZF3/TAGAP/CD27/AOAH/PTPRC/CST7/HLA-DRA/SAMD3/HLA-DQA1/HLA-DPA1/CYBA/APOBEC3G/HLA-DRB1/XCL2/HLA-F/CD74/HLA-DPB1/GIMAP4/HLA-A/CRTAM/HLA-DMA/PSMB9/KLRG1/HLA-DQB1/CTSC/HLA-B/HLA-C/MT2A/LITAF/LIME1"
"BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP","BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP",129,0.795366266724497,2.70598537671494,1e-10,3.73271604938272e-09,2.80766731643925e-09,1957,"tags=73%, list=12%, signal=64%","CXCL10/GBP5/CCL4/ACOD1/CCL8/IFIT3/GPR84/CASP5/S100A8/OLR1/CLEC4D/IFITM1/CD53/TREM1/CLEC4E/FPR1/SRGN/APOBEC3A/CCL7/BCL2A1/C3AR1/IL27/EPSTI1/PLEK/IL2RG/TNFSF13B/OAS2/WAS/FCER1G/TFEC/SELL/S100A12/TYROBP/ZBP1/HSH2D/IFI6/LCP2/LILRA5/RTP4/SAMD9L/RNASE2/GCH1/ISG15/LILRA6/STAP1/CCL19/RHOH/SIRPB1/TCN1/ADGRE1/LY96/SPI1/SERPINB9/CHI3L1/GPR141/CD37/EVI2B/CSF3R/LCP1/SAMD9/IGSF6/PLAC8/CLEC4A/BCL2L14/HS3ST3A1/DOK3/OAS1/ALOX5AP/TNF/GTSF1/RGS18/SP140/TMEM71/PSTPIP2/CARD16/IFI44L/LAMP3/P2RY13/HERC5/HAMP/CHI3L2/ARRB2/PTK2B/TNFSF10/FFAR2/BASP1/IFITM3/MX1/MX2/APBB1IP/CYP19A1/GAPT/AQP9/DDX60L"
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP","NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP",81,0.832295176246002,2.70429023754815,1e-10,3.73271604938272e-09,2.80766731643925e-09,1451,"tags=72%, list=9%, signal=65%","IGKV1D-39/IGLC2/IGHG1/CXCL10/CXCL9/IGKC/IGHA1/FCGR1A/FCGR3A/GZMK/SERPINA1/GZMA/LYZ/TMEM176B/SERPINE1/SLAMF8/TRBC2/LILRB1/CCL5/CD52/SIGLEC1/IFI30/TNFAIP6/HLA-DRA/APOL1/KYNU/HLA-DQA1/HLA-DPA1/C1QB/FCGR2A/MS4A4A/LUM/SLC15A3/SLA/TRAC/CD14/DOCK2/CFB/VSIG4/NCF4/AIF1/LY96/MME/FAP/ITGAM/TIMP1/HLA-DQB1/NCKAP1L/BIN2/CTSC/CCL2/CD163/IFI44L/HSPA6/NNMT/ARHGAP15/ISG20/CSF1R"
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP","FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP",86,0.825956775519647,2.70425196285235,1e-10,3.73271604938272e-09,2.80766731643925e-09,1420,"tags=72%, list=9%, signal=66%","FCGR1A/FCGR3A/GZMA/S100A8/CD8A/LILRB4/CXCR4/MMP9/IFITM1/CD53/RASSF2/CD48/LCK/TRBC1/CCL5/TYMP/IL10RA/LY86/TNFRSF1B/CD3D/CD52/ITGB2/PIM2/IFI30/CD27/AOAH/FCER1G/LAPTM5/STAT1/PTPRC/TYROBP/APOC1/RAC2/C1QB/GMFG/SLA/CD14/DOCK2/CORO1A/VSIG4/LST1/GLIPR1/RHOH/AIF1/ARPC1B/HLA-F/HCLS1/LCP1/CD2/LGALS9/UBE2L6/LTF/CD163/GBP2/GLUL/RGS10/RAB31/ENTPD1/IFFO1/PSMB8/INPP5D/ISG20"
"HOLLERN_SQUAMOUS_BREAST_TUMOR","HOLLERN_SQUAMOUS_BREAST_TUMOR",133,-0.672933645812305,-2.70162095801829,1e-10,3.73271604938272e-09,2.80766731643925e-09,1892,"tags=57%, list=12%, signal=51%","IL36RN/ACP6/GLTP/IDE/CRCT1/IVL/KRT14/ATG9B/VAV3/ATP12A/OVOL1/NKD1/PAWR/APCDD1/ACSBG1/S100A14/GNAI1/SERPINB2/DEFB1/SP6/CDSN/CRYM/KRTDAP/RPTN/ZNF703/KRT75/DST/KLK7/KRT5/GSDMA/JAG2/GPR87/KRT80/GJA1/AXIN2/DEGS2/TGM3/CALML5/CASP14/TP63/ELOVL4/CWH43/ENDOU/KLF4/SLC46A2/KRT79/ADH7/PARD6G/HOPX/TRIM29/PADI1/TNFRSF19/SYT9/BMP4/ASPRV1/TCHH/GJB4/LY6G6C/HOXC13/BMP7/CST6/POU3F1/PSORS1C2/KRT72/LCE1B/DLX3/SOSTDC1/LRP4/KRT15/DSC1/KRT1/KRT27/KRT31/KRT10/MT4/SCEL"
"BOSCO_TH1_CYTOTOXIC_MODULE","BOSCO_TH1_CYTOTOXIC_MODULE",99,0.816253887627667,2.70060707805246,1e-10,3.73271604938272e-09,2.80766731643925e-09,1612,"tags=70%, list=10%, signal=63%","CXCL10/CXCL9/PRF1/CXCL11/IFNG/IL4I1/ACOD1/IDO1/GZMK/CCL8/GZMB/CD300E/GNLY/IL2RA/CD38/BATF2/GPR171/CCR5/TRAT1/P2RX5/NKG7/SH2D1A/IL15/STAT4/CCL7/ADAM19/SOCS1/TMEM229B/KLRD1/IL10/CD5/SAMD3/SLAMF1/CMPK2/RTP4/PLEKHO1/HAPLN3/RNASE2/SLA2/CH25H/ISG15/APOL3/CD28/RGL1/GIMAP4/HS3ST3B1/CEMIP/FAM20A/ATF5/IL12RB2/ANXA2R/BCL2L14/STAB1/ADORA3/CMKLR1/GIMAP5/IL15RA/RRM2/HAMP/IRF4/PTGER2/SMOX/CD163L1/MERTK/SDS/FCGR2B/HERC6/MYBL1/SSTR2"
"RASHI_RESPONSE_TO_IONIZING_RADIATION_6","RASHI_RESPONSE_TO_IONIZING_RADIATION_6",86,0.823410192561729,2.6959142360286,1e-10,3.73271604938272e-09,2.80766731643925e-09,1623,"tags=57%, list=10%, signal=51%","IGLC1/IGHG3/IGHG1/IGKV4-1/CXCL9/IGHV1-69-2/IGHM/UBD/IGHV1-18/IGKV1-9/IGHV1-69/IGKV1-27/IGLV2-18/CXCL13/CCL8/IGHV1-24/IGHV2-26/IGKV2D-29/S100A8/LYZ/IGHV3-43/IGLV4-69/CXCR4/CD48/CCL5/MS4A1/LAPTM5/PTPRC/CCR2/TYROBP/IKZF1/PLEKHO1/EVI2A/CD79B/FERMT3/RHOH/SELPLG/PSMB9/FMNL1/GBP2/MSC/UNC93B1/FAS/CSF2RA/PIP4K2A/PTP4A3/FCGR2B/SLFN12/IFITM3"
"REACTOME_LEISHMANIA_INFECTION","REACTOME_LEISHMANIA_INFECTION",196,0.760423942701313,2.68991298573616,1e-10,3.73271604938272e-09,2.80766731643925e-09,1469,"tags=43%, list=9%, signal=39%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/FCGR1A/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/FCGR3A/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGHV4-39/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IL6/IGLV7-43/IGKV3D-20/IL1B/CD247/IGKV1D-16/CD3G/C3AR1/MEFV/FGR/WAS/IL10/FCGR2A/HCK/CYBA/NLRP3/VAV1/ARPC1B/NCKAP1L/GSDMD/PSTPIP1/LYN/CD163/IL1A/WIPF1/P2RX4/HMOX1/NFKB2/ENTPD1/CDC42/GNG10/SRC/ACTB/GRB2"
"ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION","ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION",114,0.801369776588964,2.68911465252912,1e-10,3.73271604938272e-09,2.80766731643925e-09,1629,"tags=65%, list=10%, signal=59%","CXCL10/FCGR1A/CCL4/IL4I1/CLEC6A/GPR84/IL6/CSF2RB/CCL3/SERPINE1/CLEC4D/FPR2/IL1B/CLEC4E/LILRB1/IL15/CSF2/BCL2A1/CXCL6/CXCL3/MEFV/PLEK/SOCS3/OAS2/CCR1/PLAUR/TLR2/FCER1G/PLA2G7/CCRL2/TFEC/STAT1/CCR2/SOD2/SELL/ADAMTS4/CYBB/CMPK2/LCP2/FCGR2A/SLC15A3/SLA/CD14/CH25H/GCH1/ISG15/LST1/GPR65/RAB20/CCL20/CSF3R/C5AR1/ITGAM/MS4A6A/TIMP1/GK/TNFAIP3/IRF7/CCL2/TNFAIP2/UPP1/GBP2/FGL2/IL1A/GADD45G/RELB/LITAF/STAT2/ST3GAL1/BCL3/CASP4/SLFN12/IFIH1/MT1F"
"LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN","LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN",93,-0.690434634423944,-2.66513765164896,1e-10,3.73271604938272e-09,2.80766731643925e-09,2067,"tags=62%, list=13%, signal=55%","TSTD1/P2RY2/MANEAL/EPN3/HCAR1/TPD52/EFHD1/FXYD3/VAV3/ACOX2/TMEM25/COX6C/KRT19/ZG16B/TMEM125/CEACAM6/KLHDC9/MYO5C/INPP5J/PTGER3/CDH1/GSTM3/TOM1L1/OVOL2/ADIRF/SERTAD4/ZSCAN16/ERBB2/CRB3/TFF3/DHCR24/ELL3/MAL2/AR/GRHL2/AP1M2/AZGP1/CYP4Z1/ZDHHC11/PRR15L/MUCL1/C11orf52/FBXL16/GATA3/RTN4RL1/EPCAM/PLEKHA6/IL20RA/EPPK1/CST6/SCGB2A1/FOXA1/SCGB1D2/SPDEF/SCGB2A2/KDF1/PIP/THRSP"
"FARMER_BREAST_CANCER_CLUSTER_1","FARMER_BREAST_CANCER_CLUSTER_1",47,0.895043194910024,2.6564062653344,1e-10,3.73271604938272e-09,2.80766731643925e-09,1165,"tags=89%, list=7%, signal=83%","IGLC2/IGHG1/IGLV2-14/IGKV3-20/IGHM/JCHAIN/IGHA1/MZB1/GZMK/IFIT3/GZMA/CD8A/IGKV1D-13/CD38/GPR171/CCR5/CD48/TRBC2/LCK/SH2D1A/IL10RA/OASL/CD3D/OAS2/RSAD2/TNFRSF17/CCR2/IFI6/LCP2/GMFG/CYTIP/ISG15/POU2AF1/GIMAP4/CD2/ITK/FKBP11/OAS1/XAF1/IFI44/IFI44L/HERC5"
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP",100,0.800173051676811,2.65535898455063,1e-10,3.73271604938272e-09,2.80766731643925e-09,1781,"tags=69%, list=11%, signal=62%","CXCL10/CXCL9/IFIT3/LYZ/CD53/VCAM1/LY86/CCL7/BCL2A1/CTSS/CXCL3/SOCS1/STAT1/GBP4/ICAM1/MSR1/MARCO/HLA-DRA/C1QC/TYROBP/COL4A1/SLC11A1/LCP2/C1QB/HLA-DMB/HCK/CYBA/CD14/IRF1/ISG15/SNX10/SAMHD1/IRF8/HLA-DRB1/MNDA/ADGRE1/PSMB10/CD74/GIMAP4/HLA-DMA/PSMB9/TAP1/IFI27/HLA-DQB1/PSME2/PLAC8/MPEG1/FKBP11/IRF7/CCL2/TAP2/GBP2/FGL2/NAMPT/TAPBP/IL18BP/LITAF/FAS/PSMB8/LBP/LGALS3BP/PLD4/EIF1AY/MT1F/PSME1/IFI35/PTPN1/LY75/RNF19B"
"SANA_RESPONSE_TO_IFNG_UP","SANA_RESPONSE_TO_IFNG_UP",70,0.823550141461634,2.60785186991855,1e-10,3.73271604938272e-09,2.80766731643925e-09,2026,"tags=83%, list=13%, signal=73%","CXCL10/CXCL9/UBD/CXCL11/IDO1/HLA-DRB3/BATF2/CD274/GBP1/PLA1A/OAS2/STAT1/APOL1/HLA-DQA1/HLA-DPA1/SAMD9L/MMP25/SAMHD1/PARP14/HLA-DRB1/APOL3/CD74/ST8SIA4/HLA-A/HLA-DMA/VAMP5/APOL4/GBP3/LAP3/HLA-DQB1/APOL2/LGALS9/OAS1/MLKL/IL23A/UBE2L6/HLA-B/PARP9/BST2/NLRC5/RNF213/IFI44L/HLA-C/IL18BP/DTX3L/TRIM22/LGALS3BP/TNFSF10/LIPG/DDX60/IFIH1/CASP1/IFI35/SERPING1/C1S/MX1/HSD17B11/GOLM1"
